STATE,YEAR,Abortion Rate per 1000 People,"Abortion Rate per 100,000 People (Adjusted)(Age:15-19)",Birth Rate per 1000 People,"Birth Rate per 100,000 People (Adjusted)(Age:15-19)",Pregnancy Rate per 1000 People,"Pregnancy Rate per 100,000 People (Adjusted)(Age:15-19)","HIV Rate per 100,000 People","HIV Rate per 100,000 People (Adjusted)(Age:13-24)","STD Rate per 100,000 People","STD Rate per 100,000 People (Adjusted)(Age:Under 19)"
Connecticut,2012,14,389.0196078,15,-1469.411765,33.4,-1336.470588,8.4,-6.405882353,958.4224707,-340.3260638
Delaware,2012,16.8,669.0196078,25.1,-459.4117647,48.6,183.5294118,22.6,7.794117647,1314.716761,15.96822646
District of Columbia,2012,20.3,1019.019608,38.9,920.5882353,69.1,2233.529412,119.5,104.6941176,5056.537048,3757.788513
Florida,2012,16.5,639.0196078,28,-169.4117647,51.8,503.5294118,27.6,12.79411765,1238.798178,-59.95035611
Georgia,2012,11.3,119.0196078,33.7,400.5882353,52.9,613.5294118,38.7,23.89411765,1573.08403,274.335496
Hawaii,2012,18.3,819.0196078,28.1,-159.4117647,53.8,703.5294118,3.3,-11.50588235,933.761134,-364.9874004
Idaho,2012,6.1,-400.9803922,28.3,-139.4117647,40.7,-606.4705882,2.6,-12.20588235,595.9829477,-702.7655868
Illinois,2012,13.3,319.0196078,27.9,-179.4117647,48,123.5294118,18.9,4.094117647,1724.145358,425.3968238
Indiana,2012,5.6,-450.9803922,33,330.5882353,45.8,-96.47058824,13.5,-1.305882353,1337.149844,38.40130991
Iowa,2012,6.5,-360.9803922,24.1,-559.4117647,36.1,-1066.470588,4,-10.80588235,1000.348277,-298.4002578
Kansas,2012,5,-510.9803922,34.1,440.5882353,46.4,-36.47058824,6.7,-8.105882353,1007.860819,-290.887716
Kentucky,2012,5,-510.9803922,41.1,1140.588235,54.9,813.5294118,13.5,-1.305882353,1209.405711,-89.34282348
Louisiana,2012,8,-210.9803922,43.1,1340.588235,60.6,1383.529412,35.4,20.59411765,2069.204352,770.4558175
Maine,2012,8.6,-150.9803922,19.5,-1019.411765,32.9,-1386.470588,1,-13.80588235,694.0666317,-604.6819028
Maryland,2012,18.2,809.0196078,22.1,-759.4117647,46.5,-26.47058824,29.8,14.99411765,1423.44714,124.6986051
Massachusetts,2012,12.1,199.0196078,14,-1569.411765,30.2,-1656.470588,8.8,-6.005882353,770.0766013,-528.6719331
Michigan,2012,11,89.01960784,26.1,-359.4117647,43.5,-326.4705882,14.8,-0.005882353,1610.996353,312.2478187
Minnesota,2012,6.4,-370.9803922,18.6,-1109.411765,29.3,-1746.470588,6.9,-7.905882353,893.4983277,-405.2502067
Mississippi,2012,7.4,-270.9803922,46,1630.588235,63.4,1663.529412,27.7,12.89411765,2559.466376,1260.717842
Missouri,2012,7.6,-250.9803922,32.2,250.5882353,47,23.52941176,15.4,0.594117647,1477.046635,178.2981006
Montana,2012,8.6,-150.9803922,28.8,-89.41176471,44.1,-266.4705882,1.9,-12.90588235,973.8409738,-324.9075606
Nebraska,2012,4.8,-530.9803922,26.7,-299.4117647,37.3,-946.4705882,5.2,-9.605882353,891.7324334,-407.0161011
Nevada,2012,14.4,429.0196078,33.8,410.5882353,56.4,963.5294118,18.7,3.894117647,1042.420733,-256.3278019
New Hampshire,2012,7.5,-260.9803922,13.8,-1589.411765,24.8,-2196.470588,3.3,-11.50588235,582.5802966,-716.1682378
New Jersey,2012,16.4,629.0196078,16.7,-1299.411765,38.1,-866.4705882,17.4,2.594117647,703.5345759,-595.2139585
New Mexico,2012,11.1,99.01960784,46.8,1710.588235,68.4,2163.529412,5.4,-9.405882353,1309.318183,10.56964893
New York,2012,26.1,1599.019608,19.7,-999.4117647,52.3,553.5294118,22.3,7.494117647,1512.979005,214.2304702
North Carolina,2012,9.7,-40.98039216,31.8,210.5882353,48.9,213.5294118,18.4,3.594117647,1594.765816,296.017282
North Dakota,2012,5.4,-470.9803922,26.5,-319.4117647,37.8,-896.4705882,0.8,-14.00588235,1032.229662,-266.5188721
Ohio,2012,9,-110.9803922,29.7,0.588235294,45.5,-126.4705882,14.6,-0.205882353,1578.561505,279.8129708
Oklahoma,2012,6.7,-340.9803922,47.3,1760.588235,64.1,1733.529412,10.9,-3.905882353,1271.832204,-26.91633072
Oregon,2012,9.7,-40.98039216,23.7,-599.4117647,39.1,-766.4705882,5.6,-9.205882353,912.1198467,-386.6286877
Pennsylvania,2012,11,89.01960784,23.7,-599.4117647,40.5,-626.4705882,15.4,0.594117647,1532.065647,233.3171129
Rhode Island,2012,11.3,119.0196078,19.8,-989.4117647,36.2,-1056.470588,2.7,-12.10588235,1203.770793,-94.97774162
South Carolina,2012,9.9,-20.98039216,36.4,670.5882353,54.6,783.5294118,25.8,10.99411765,1813.187714,514.4391797
South Dakota,2012,3.8,-630.9803922,33.5,380.5882353,44.4,-236.4705882,0.7,-14.10588235,1245.723619,-53.0249156
Tennessee,2012,7.7,-240.9803922,38.4,870.5882353,54.6,783.5294118,22.7,7.894117647,1659.01355,360.265016
Texas,2012,9.1,-100.9803922,44.2,1450.588235,63.1,1633.529412,23,8.194117647,1312.244879,13.49634498
Utah,2012,3.7,-640.9803922,23.3,-639.4117647,32,-1476.470588,2.9,-11.90588235,476.0585613,-822.6899732
Vermont,2012,8.8,-130.9803922,16.2,-1349.411765,29.2,-1756.470588,2.9,-11.90588235,671.8446343,-626.9039002
Virginia,2012,11.2,109.0196078,22.9,-679.4117647,39.8,-696.4705882,17.6,2.794117647,1165.827101,-132.9214335
Washington,2012,12.9,279.0196078,23.3,-639.4117647,42.1,-466.4705882,6.9,-7.905882353,800.9884877,-497.7600468
West Virginia,2012,6.3,-380.9803922,43.9,1420.588235,59.6,1283.529412,6.4,-8.405882353,843.8222275,-454.926307
Wisconsin,2012,5.1,-500.9803922,21.8,-789.4117647,31.7,-1506.470588,5.8,-9.005882353,1179.559464,-119.1890706
Wyoming,2012,7.1,-300.9803922,34.9,520.5882353,49.7,293.5294118,1.1,-13.70588235,968.145116,-330.6034185
Alabama,2013,6.5,-249.6078431,34.2,742.3529412,48.2,617.254902,22.3,8.301960784,1966.369451,781.1805236
Alaska,2013,10.1,110.3921569,30.6,382.3529412,47.8,577.254902,3.1,-10.89803922,1421.921612,236.7326848
Arizona,2013,6.7,-229.6078431,33,622.3529412,46.9,487.254902,12.7,-1.298039216,1045.504227,-139.6847003
Arkansas,2013,5.8,-319.6078431,43.1,1632.352941,58.2,1617.254902,17.1,3.101960784,1598.545218,413.3562909
California,2013,14.4,540.3921569,23.5,-327.6470588,44.1,207.254902,13,-0.998039216,837.3315193,-347.8574077
Colorado,2013,8.3,-69.60784314,23.4,-337.6470588,37.1,-492.745098,6,-7.998039216,867.9285507,-317.2603763
Connecticut,2013,12.7,370.3921569,12.9,-1387.647059,29.5,-1252.745098,10.5,-3.498039216,956.8263428,-228.3625842
Delaware,2013,15.2,620.3921569,24.4,-237.6470588,46,397.254902,16.1,2.101960784,1612.19405,427.0051225
District of Columbia,2013,26.4,1740.392157,32,522.3529412,67.5,2547.254902,86.7,72.70196078,4121.67124,2936.482313
Florida,2013,14.8,580.3921569,24.5,-227.6470588,45.7,367.254902,27.2,13.20196078,1152.005163,-33.18376372
Georgia,2013,10,100.3921569,30.4,362.3529412,47.4,537.254902,34.4,20.40196078,1412.050663,226.8617356
Hawaii,2013,13.2,420.3921569,25.1,-167.6470588,44.7,267.254902,6.1,-7.898039216,916.221076,-268.967851
Idaho,2013,4.2,-479.6078431,25.7,-107.6470588,35.4,-662.745098,1.5,-12.49803922,693.8384771,-491.3504499
Illinois,2013,12.3,330.3921569,24.7,-207.6470588,43.1,107.254902,21.1,7.101960784,1518.343707,333.1547802
Indiana,2013,5.2,-379.6078431,30.2,342.3529412,42,-2.745098039,13.6,-0.398039216,1189.071795,3.882867855
Iowa,2013,4.8,-419.6078431,22,-477.6470588,31.7,-1032.745098,3.2,-10.79803922,875.2184072,-309.9705198
Kansas,2013,4.4,-459.6078431,29.6,282.3529412,40.3,-172.745098,6.4,-7.598039216,918.3775577,-266.8113693
Kentucky,2013,4.8,-419.6078431,39,1222.352941,52.1,1007.254902,9.6,-4.398039216,1101.704509,-83.48441795
Louisiana,2013,6.7,-229.6078431,39.3,1252.352941,54.6,1257.254902,39.1,25.10196078,2017.95451,832.7655827
Maine,2013,7.8,-119.6078431,17.4,-937.6470588,29.4,-1262.745098,1.5,-12.49803922,651.1094735,-534.0794535
Maryland,2013,17.1,810.3921569,19.3,-747.6470588,41.9,-12.74509804,26.9,12.90196078,1329.354565,144.1656376
Massachusetts,2013,9.2,20.39215686,11.9,-1487.647059,24.4,-1762.745098,8.7,-5.298039216,679.2528466,-505.9360804
Michigan,2013,10.1,110.3921569,23.5,-327.6470588,39.2,-282.745098,12.8,-1.198039216,1408.930305,223.7413779
Minnesota,2013,5.6,-339.6078431,16.8,-997.6470588,26.4,-1562.745098,6.1,-7.898039216,881.6601124,-303.5288146
Mississippi,2013,6.8,-219.6078431,42.2,1542.352941,58.2,1617.254902,29.4,15.40196078,1731.768694,546.5797674
Missouri,2013,6.5,-249.6078431,30,322.3529412,43.2,117.254902,13.7,-0.298039216,1343.206236,158.0173088
Montana,2013,7,-199.6078431,27.8,102.3529412,41.1,-92.74509804,1.8,-12.19803922,963.3926722,-221.7962548
Nebraska,2013,4.6,-439.6078431,24.9,-187.6470588,34.9,-712.745098,5.8,-8.198039216,876.8740509,-308.3148761
Nevada,2013,11.5,250.3921569,30.8,402.3529412,49.5,747.254902,22.6,8.601960784,1046.326754,-138.8621726
New Hampshire,2013,6.5,-249.6078431,12.5,-1427.647059,22.2,-1982.745098,2.8,-11.19803922,518.6159437,-666.5729833
New Jersey,2013,16.5,750.3921569,14.9,-1187.647059,36.1,-592.745098,14.8,0.801960784,765.7074159,-419.4815111
New Mexico,2013,9,0.392156863,43,1622.352941,61.4,1937.254902,9.1,-4.898039216,1247.860897,62.67196993
New York,2013,22.2,1320.392157,17.7,-907.6470588,45.7,367.254902,21.2,7.201960784,1290.454934,105.2660072
North Carolina,2013,9.3,30.39215686,28.4,162.3529412,44.3,227.254902,19.7,5.701960784,1407.818549,222.6296222
North Dakota,2013,4.4,-459.6078431,24.4,-237.6470588,34.1,-792.745098,2.3,-11.69803922,994.5227538,-190.6661732
Ohio,2013,7.8,-119.6078431,27.2,42.35294118,41.2,-82.74509804,15.7,1.701960784,1498.731454,313.5425268
Oklahoma,2013,5.7,-329.6078431,42.9,1612.352941,57.8,1577.254902,12.1,-1.898039216,1295.997272,110.8083454
Oregon,2013,8.6,-39.60784314,21.8,-497.6470588,35.7,-632.745098,5.3,-8.698039216,849.417489,-335.771438
Pennsylvania,2013,9.3,30.39215686,20.8,-597.6470588,35.2,-682.745098,13.6,-0.398039216,1368.950508,183.7615814
Rhode Island,2013,9.7,70.39215686,17.5,-927.6470588,31.7,-1032.745098,8.2,-5.798039216,1016.022188,-169.1667394
South Carolina,2013,9.1,10.39215686,31.7,492.3529412,48,597.254902,24.1,10.10196078,1532.965483,347.7765559
South Dakota,2013,3.3,-569.6078431,29.6,282.3529412,39.1,-292.745098,2.2,-11.79803922,1151.754106,-33.43482125
Tennessee,2013,6.8,-219.6078431,34.8,802.3529412,49.3,727.254902,19,5.001960784,1393.958155,208.7692279
Texas,2013,8,-99.60784314,40.7,1392.352941,57.7,1567.254902,22.2,8.201960784,1220.492525,35.30359794
Utah,2013,3.5,-549.6078431,20.8,-597.6470588,28.7,-1332.745098,3.2,-10.79803922,447.8168413,-737.3720857
Vermont,2013,9.5,50.39215686,14.5,-1227.647059,27.9,-1412.745098,1,-12.99803922,746.7977502,-438.3911768
Virginia,2013,10.6,160.3921569,20.1,-667.6470588,35.8,-622.745098,18.5,4.501960784,1032.307051,-152.8818761
Washington,2013,11.2,220.3921569,20.5,-627.6470588,36.9,-512.745098,6.6,-7.398039216,746.2065757,-438.9823513
West Virginia,2013,5.1,-389.6078431,40.2,1342.352941,53.8,1177.254902,3.5,-10.49803922,801.0349574,-384.1539696
Wisconsin,2013,4.5,-449.6078431,19.5,-727.6470588,28.4,-1362.745098,5.6,-8.398039216,1120.931235,-64.25769182
Wyoming,2013,5.5,-349.6078431,29.9,312.3529412,41.9,-12.74509804,4.2,-9.798039216,861.3174092,-323.8715178
Alabama,2014,6.3,-175.6862745,32,742.1568627,45.3,694.9019608,25.4,11.07058824,1757.052558,613.6407275
Alaska,2014,9.4,134.3137255,28.3,372.1568627,44.3,594.9019608,5.4,-8.929411765,1441.242218,297.8303873
Arizona,2014,5.8,-225.6862745,29.9,532.1568627,42.2,384.9019608,14.7,0.370588235,1020.006847,-123.4049842
Arkansas,2014,5,-305.6862745,39.3,1472.156863,52.7,1434.901961,21,6.670588235,1584.836126,441.4242954
California,2014,12.7,464.3137255,21.1,-347.8431373,39.4,104.9019608,15.1,0.770588235,812.7912773,-330.6205535
Colorado,2014,7.5,-55.68627451,20.4,-417.8431373,32.8,-555.0980392,7.3,-7.029411765,869.4350851,-273.9767457
Connecticut,2014,11.7,364.3137255,11.5,-1307.843137,26.7,-1165.098039,8.8,-5.529411765,888.2542456,-255.1575852
Delaware,2014,13.5,544.3137255,20.9,-367.8431373,39.9,154.9019608,13.6,-0.729411765,1275.444027,132.0321967
District of Columbia,2014,21.8,1374.313725,29,442.1568627,58.7,2034.901961,77,62.67058824,3239.03333,2095.621499
Florida,2014,13.3,524.3137255,22.5,-207.8431373,41.6,324.9019608,28.5,14.17058824,1133.989682,-9.422149234
Georgia,2014,9,94.31372549,28.3,372.1568627,43.8,544.9019608,33.2,18.87058824,1337.283255,193.8714237
Hawaii,2014,11.4,334.3137255,23.5,-107.8431373,40.7,234.9019608,6.1,-8.229411765,816.0886039,-327.3232269
Idaho,2014,4.1,-395.6862745,23.2,-137.8431373,32.3,-605.0980392,0.7,-13.62941176,731.7671542,-411.6446766
Illinois,2014,10.6,254.3137255,22.8,-177.8431373,39,64.90196078,20.3,5.970588235,1435.669477,292.257646
Indiana,2014,5.1,-295.6862745,28,342.1568627,39.2,84.90196078,11.4,-2.929411765,1132.920135,-10.49169549
Iowa,2014,4.5,-355.6862745,19.7,-487.8431373,28.5,-985.0980392,3.2,-11.12941176,882.4133982,-260.9984326
Kansas,2014,4.1,-395.6862745,27.6,302.1568627,37.7,-65.09803922,6.2,-8.129411765,922.5643979,-220.8474329
Kentucky,2014,4.4,-365.6862745,35.3,1072.156863,47.2,884.9019608,9.1,-5.229411765,1058.543715,-84.86811593
Louisiana,2014,6.1,-195.6862745,35.9,1132.156863,49.8,1144.901961,42.5,28.17058824,2015.670095,872.2582643
Maine,2014,6.9,-115.6862745,16.4,-817.8431373,27.4,-1095.098039,5.2,-9.129411765,650.8075265,-492.6043043
Maryland,2014,15.2,714.3137255,17.9,-667.8431373,38.1,-25.09803922,26.2,11.87058824,1284.359732,140.9479011
Massachusetts,2014,8.6,54.31372549,10.5,-1407.843137,22,-1635.098039,8.7,-5.629411765,635.9274852,-507.4843456
Michigan,2014,9.1,104.3137255,21,-357.8431373,35.3,-305.0980392,14.1,-0.229411765,1276.746337,133.3345067
Minnesota,2014,4.9,-315.6862745,15.5,-907.8431373,24,-1435.098039,6.2,-8.129411765,860.6357242,-282.7761066
Mississippi,2014,6.1,-195.6862745,37.8,1322.156863,52.1,1374.901961,29.1,14.77058824,2083.533481,940.1216498
Missouri,2014,5.3,-275.6862745,27.3,272.1568627,38.5,14.90196078,13.8,-0.529411765,1286.725012,143.313181
Montana,2014,6.8,-125.6862745,26.6,202.1568627,39.3,94.90196078,1.2,-13.12941176,1020.542193,-122.8696379
Nebraska,2014,3.7,-435.6862745,22.3,-227.8431373,30.8,-755.0980392,4.8,-9.529411765,871.0447311,-272.3670997
Nevada,2014,12,394.3137255,28.9,432.1568627,47.9,954.9019608,22.5,8.170588235,970.6536037,-172.7582271
New Hampshire,2014,6.4,-165.6862745,11,-1357.843137,20.2,-1815.098039,3.7,-10.62941176,526.0272584,-617.3845724
New Jersey,2014,14.6,654.3137255,13.2,-1137.843137,31.9,-645.0980392,16.5,2.170588235,719.1494646,-424.2623662
New Mexico,2014,8.3,24.31372549,37.3,1272.156863,53.9,1554.901961,7.4,-6.929411765,1180.581625,37.16979423
New York,2014,20.6,1254.313725,16.2,-837.8431373,42.1,374.9019608,21.2,6.870588235,1223.722135,80.31030402
North Carolina,2014,8.1,4.31372549,26,142.1568627,40.1,174.9019608,23.1,8.770588235,1300.261521,156.84969
North Dakota,2014,4.4,-365.6862745,24.4,-17.84313725,34.2,-415.0980392,4.5,-9.829411765,1039.394257,-104.0175734
Ohio,2014,6.6,-145.6862745,25.1,52.15686275,37.3,-105.0980392,14.2,-0.129411765,1462.629369,319.2175383
Oklahoma,2014,5.4,-265.6862745,38.6,1402.156863,52.2,1384.901961,10.1,-4.229411765,1407.362616,263.9507854
Oregon,2014,8,-5.68627451,20.1,-447.8431373,32.9,-545.0980392,4.6,-9.729411765,878.819716,-264.5921148
Pennsylvania,2014,8.7,64.31372549,19.3,-527.8431373,32.6,-575.0980392,12.7,-1.629411765,1215.107975,71.69614424
Rhode Island,2014,7.3,-75.68627451,15.8,-877.8431373,27,-1135.098039,7.7,-6.629411765,973.5957376,-169.8160932
South Carolina,2014,8.1,4.31372549,28.5,392.1568627,43.1,474.9019608,30.6,16.27058824,1661.072778,517.6609467
South Dakota,2014,3.3,-475.6862745,26.8,222.1568627,35.8,-255.0980392,1.4,-12.92941176,1183.082699,39.67086782
Tennessee,2014,6.2,-185.6862745,33.2,862.1568627,46.7,834.9019608,20,5.670588235,1316.384863,172.9730324
Texas,2014,6,-205.6862745,37.6,1302.156863,51.7,1334.901961,24.2,9.870588235,1155.941305,12.52947461
Utah,2014,3.2,-485.6862745,19.6,-497.8431373,27.1,-1125.098039,3.5,-10.82941176,482.0249555,-661.3868753
Vermont,2014,8,-5.68627451,14.3,-1027.843137,26,-1235.098039,5.7,-8.629411765,887.3235591,-256.0882717
Virginia,2014,7.6,-45.68627451,18.5,-607.8431373,30.5,-785.0980392,17.9,3.570588235,1065.794027,-77.61780423
Washington,2014,10,194.3137255,19.2,-537.8431373,34,-435.0980392,6.2,-8.129411765,785.3209392,-358.0908916
West Virginia,2014,5.1,-295.6862745,36.6,1202.156863,49.6,1124.901961,7.5,-6.829411765,710.1572392,-433.2545916
Wisconsin,2014,4.5,-355.6862745,18,-657.8431373,26.6,-1175.098039,6.8,-7.529411765,1063.591906,-79.81992474
Wyoming,2014,5.6,-245.6862745,30.8,622.1568627,43.2,484.9019608,0,-14.32941176,780.6759735,-362.7358572
Alabama,2015,5.7,-156.2745098,30.2,743.5294118,42.4,710.3921569,25.2,11.06078431,1573.005691,409.6898773
Alaska,2015,7.8,53.7254902,29.5,673.5294118,44.1,880.3921569,4,-10.13921569,1371.715703,208.3998899
Arizona,2015,5.6,-166.2745098,26.3,353.5294118,37.7,240.3921569,12.7,-1.439215686,1019.582124,-143.7336891
Arkansas,2015,4.2,-306.2745098,38,1523.529412,50.2,1490.392157,14.8,0.660784314,1607.229362,443.9135482
California,2015,11.4,413.7254902,19,-376.4705882,35.3,0.392156863,16.2,2.060784314,842.1986075,-321.1172061
Colorado,2015,6.9,-36.2745098,19.5,-326.4705882,30.9,-439.6078431,9.7,-4.439215686,947.933769,-215.3820446
Connecticut,2015,10.7,343.7254902,10.2,-1256.470588,23.9,-1139.607843,9,-5.139215686,811.1659082,-352.1499054
Delaware,2015,12.1,483.7254902,18.2,-456.4705882,35.2,-9.607843137,13.1,-1.039215686,1322.203557,158.8877433
District of Columbia,2015,15.3,803.7254902,25.8,303.5294118,47.7,1240.392157,69.7,55.56078431,3873.142286,2709.826473
Florida,2015,11.7,443.7254902,20.8,-196.4705882,37.8,250.3921569,31.2,17.06078431,1214.892354,51.57654092
Georgia,2015,8.2,93.7254902,25.6,283.5294118,39.7,440.3921569,38.9,24.76078431,1432.157365,268.8415513
Hawaii,2015,9.5,223.7254902,20.9,-186.4705882,35.5,20.39215686,5.7,-8.439215686,934.3652487,-228.9505649
Idaho,2015,4,-326.2745098,22.5,-26.47058824,31.4,-389.6078431,3.2,-10.93921569,739.9173604,-423.3984531
Illinois,2015,9.3,203.7254902,21.1,-166.4705882,35.5,20.39215686,21.2,7.060784314,1425.595269,262.2794554
Indiana,2015,4.7,-256.2745098,26.1,333.5294118,36.5,120.3921569,10.8,-3.339215686,1115.931927,-47.38388653
Iowa,2015,4.3,-296.2745098,18.6,-416.4705882,27,-829.6078431,6,-8.139215686,932.4811837,-230.8346298
Kansas,2015,3.6,-366.2745098,25.6,283.5294118,34.7,-59.60784314,8,-6.139215686,941.8012879,-221.5145257
Kentucky,2015,3.7,-356.2745098,32.3,953.5294118,42.8,750.3921569,11.6,-2.539215686,1037.715613,-125.6002002
Louisiana,2015,5.9,-136.2745098,34.3,1153.529412,47.7,1240.392157,37.1,22.96078431,2235.519782,1072.203968
Maine,2015,6.4,-86.2745098,15.3,-746.4705882,25.5,-979.6078431,5.3,-8.839215686,684.675587,-478.6402266
Maryland,2015,13.3,603.7254902,17,-576.4705882,35,-29.60784314,26.4,12.26078431,1249.917202,86.60138854
Massachusetts,2015,7.4,13.7254902,9.4,-1336.470588,19.4,-1589.607843,7.9,-6.239215686,721.4660728,-441.8497407
Michigan,2015,7.9,63.7254902,19.3,-346.4705882,31.9,-339.6078431,13.2,-0.939215686,1292.400982,129.0851689
Minnesota,2015,4.6,-266.2745098,13.7,-906.4705882,21.5,-1379.607843,7.6,-6.539215686,839.8608735,-323.45494
Mississippi,2015,5.1,-216.2745098,34.7,1193.529412,47.2,1190.392157,35,20.86078431,1847.949817,684.6340036
Missouri,2015,5,-226.2745098,25.2,243.5294118,35.7,40.39215686,13.6,-0.539215686,1352.58003,189.2642166
Montana,2015,6.3,-96.2745098,25.5,273.5294118,37.5,220.3921569,4.3,-9.839215686,1077.614467,-85.70134682
Nebraska,2015,3.5,-376.2745098,22.1,-66.47058824,30.4,-489.6078431,7.9,-6.239215686,899.2271965,-264.088617
Nevada,2015,11,373.7254902,27.8,503.5294118,45.5,1020.392157,18.5,4.360784314,950.5737431,-212.7420705
New Hampshire,2015,5.7,-156.2745098,10.9,-1186.470588,19.3,-1599.607843,2.8,-11.33921569,503.8559421,-659.4598714
New Jersey,2015,16.1,883.7254902,12.2,-1056.470588,32.3,-299.6078431,15.6,1.460784314,723.6182871,-439.6975264
New Mexico,2015,8.3,103.7254902,34.1,1133.529412,50,1470.392157,9.2,-4.939215686,1243.055568,79.73975429
New York,2015,18.7,1143.72549,14.8,-796.4705882,38.3,300.3921569,18.6,4.460784314,1260.573789,97.25797564
North Carolina,2015,7.3,3.725490196,23.6,83.52941176,36.4,110.3921569,21.4,7.260784314,1717.035115,553.719301
North Dakota,2015,3.9,-336.2745098,22.7,-6.470588235,31.6,-369.6078431,3.7,-10.43921569,873.8282513,-289.4875623
Ohio,2015,5.9,-136.2745098,23.3,53.52941176,34.4,-89.60784314,14.1,-0.039215686,1475.546671,312.2308577
Oklahoma,2015,4.2,-306.2745098,34.7,1193.529412,46.2,1090.392157,10.1,-4.039215686,1398.70229,235.3864762
Oregon,2015,7.9,63.7254902,19.2,-356.4705882,31.6,-369.6078431,4.6,-9.539215686,929.6525377,-233.6632759
Pennsylvania,2015,8.1,83.7254902,17.8,-496.4705882,30.2,-509.6078431,13.3,-0.839215686,1180.625249,17.30943528
Rhode Island,2015,8.1,83.7254902,14.3,-846.4705882,26.2,-909.6078431,3.9,-10.23921569,891.5316434,-271.7841701
South Carolina,2015,7.4,13.7254902,26.2,343.5294118,39.6,430.3921569,22.8,8.660784314,1578.015568,414.6997546
South Dakota,2015,2.6,-466.2745098,26.5,373.5294118,34.7,-59.60784314,3.6,-10.53921569,1063.779266,-99.53654775
Tennessee,2015,5.5,-176.2745098,30.6,783.5294118,42.8,750.3921569,19.2,5.060784314,1307.861557,144.5457431
Texas,2015,5.5,-176.2745098,34.4,1163.529412,47.3,1200.392157,23.4,9.260784314,1214.463985,51.14817165
Utah,2015,3.1,-416.2745098,17.9,-486.4705882,24.8,-1049.607843,2.6,-11.53921569,501.5453651,-661.7704485
Vermont,2015,6.3,-96.2745098,11.5,-1126.470588,20.8,-1449.607843,0,-14.13921569,604.880474,-558.4353396
Virginia,2015,7.4,13.7254902,17.1,-566.4705882,28.7,-659.6078431,19.5,5.360784314,1007.420086,-155.8957277
Washington,2015,9.5,223.7254902,17.6,-516.4705882,31.6,-369.6078431,6.9,-7.239215686,818.6998541,-344.6159595
West Virginia,2015,4.3,-296.2745098,32.1,933.5294118,43.2,790.3921569,6.5,-7.639215686,772.2061669,-391.1096466
Wisconsin,2015,4.5,-276.2745098,16.2,-656.4705882,24.4,-1089.607843,6.1,-8.039215686,1136.155023,-27.16079061
Wyoming,2015,5,-226.2745098,28.8,603.5294118,40.1,480.3921569,5.4,-8.739215686,831.2334326,-332.082381
Alabama,2016,5.4,-139.2156863,28.4,760.1960784,40,757.0588235,22.3,8.982352941,1422.005113,196.2283654
Alaska,2016,7.6,80.78431373,26,520.1960784,39.6,717.0588235,3.2,-10.11764706,1463.223446,237.4466989
Arizona,2016,5.9,-89.21568627,23.5,270.1960784,34.7,227.0588235,13.1,-0.217647059,1139.28385,-86.49289726
Arkansas,2016,3.9,-289.2156863,34.7,1390.196078,45.9,1347.058824,18.7,5.382352941,1740.392874,514.6161268
California,2016,10.3,350.7843137,17,-379.8039216,31.7,-72.94117647,16.2,2.882352941,870.2318222,-355.5449253
Colorado,2016,6.2,-59.21568627,17.9,-289.8039216,28.3,-412.9411765,9.6,-3.717647059,1032.791006,-192.9857411
Connecticut,2016,9.2,240.7843137,9.4,-1139.803922,21.4,-1102.941176,8,-5.317647059,837.0871638,-388.6895837
Delaware,2016,11,420.7843137,19.7,-109.8039216,35.6,317.0588235,11.9,-1.417647059,1684.120836,458.3440884
District of Columbia,2016,12.2,540.7843137,24.1,330.1960784,42.3,987.0588235,61.2,47.88235294,3136.48294,1910.706192
Florida,2016,10.6,380.7843137,19.2,-159.8039216,34.7,227.0588235,28.6,15.28235294,1305.471417,79.69466957
Georgia,2016,7.9,110.7843137,23.5,270.1960784,36.8,437.0588235,37.6,24.28235294,1603.55423,377.777483
Hawaii,2016,8.4,160.7843137,19.3,-149.8039216,32.4,-2.941176471,6.3,-7.017647059,872.2426281,-353.5341193
Idaho,2016,3.8,-299.2156863,19.9,-89.80392157,28.1,-432.9411765,3.2,-10.11764706,736.2962994,-489.4804481
Illinois,2016,8.4,160.7843137,18.8,-199.8039216,31.8,-62.94117647,19.1,5.782352941,1490.436992,264.6602447
Indiana,2016,4.7,-209.2156863,23.5,270.1960784,33.3,87.05882353,10.7,-2.617647059,1206.362238,-19.41450975
Iowa,2016,4.2,-259.2156863,17.2,-359.8039216,25.3,-712.9411765,5.5,-7.817647059,1020.991517,-204.7852302
Kansas,2016,3.4,-339.2156863,21.9,110.1960784,30,-242.9411765,5.6,-7.717647059,1058.166831,-167.6099164
Kentucky,2016,3.4,-339.2156863,30.9,1010.196078,40.9,847.0588235,8.6,-4.717647059,1104.03975,-121.7369978
Louisiana,2016,6.1,-69.21568627,30.8,1000.196078,43.7,1127.058824,37.9,24.58235294,2166.555798,940.7790503
Maine,2016,5.8,-99.21568627,14.8,-599.8039216,24.1,-832.9411765,2.7,-10.61764706,727.2033991,-498.5733484
Maryland,2016,12.6,580.7843137,16,-479.8039216,33.1,67.05882353,24.4,11.08235294,1430.693404,204.916657
Massachusetts,2016,7,20.78431373,8.5,-1229.803922,17.9,-1452.941176,8,-5.317647059,820.1889984,-405.587749
Michigan,2016,7.5,70.78431373,17.7,-309.8039216,29.5,-292.9411765,13.7,0.382352941,1361.726924,135.9501767
