placeDcid,placeName,Date:Count_Person,Value:Count_Person,Source:Count_Person
geoId/72051,Dorado Municipio,2015,38166,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72051,Dorado Municipio,2016,38013,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72051,Dorado Municipio,2017,37722,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72051,Dorado Municipio,2018,37208,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72051,Dorado Municipio,2019,36803,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72051,Dorado Municipio,2020,36475,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72053,Fajardo Municipio,2011,37387,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72053,Fajardo Municipio,2012,36857,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72053,Fajardo Municipio,2013,36252,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72053,Fajardo Municipio,2014,35539,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72053,Fajardo Municipio,2015,34720,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72053,Fajardo Municipio,2016,33912,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72053,Fajardo Municipio,2017,33075,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72053,Fajardo Municipio,2018,32001,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72053,Fajardo Municipio,2019,31111,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72053,Fajardo Municipio,2020,30263,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72054,Florida Municipio,2011,12691,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72054,Florida Municipio,2012,12657,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72054,Florida Municipio,2013,12645,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72054,Florida Municipio,2014,12565,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72054,Florida Municipio,2015,12408,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72054,Florida Municipio,2016,12287,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72054,Florida Municipio,2017,12140,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72054,Florida Municipio,2018,11910,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72054,Florida Municipio,2019,11697,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72054,Florida Municipio,2020,11513,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72055,Gu¨¢nica Municipio,2011,19680,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72055,Gu¨¢nica Municipio,2012,19363,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72055,Gu¨¢nica Municipio,2013,19019,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72055,Gu¨¢nica Municipio,2014,18627,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72055,Gu¨¢nica Municipio,2015,18207,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72055,Gu¨¢nica Municipio,2016,17788,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72055,Gu¨¢nica Municipio,2017,17327,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72055,Gu¨¢nica Municipio,2018,16783,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72055,Gu¨¢nica Municipio,2019,16293,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72055,Gu¨¢nica Municipio,2020,15825,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72057,Guayama Municipio,2011,45390,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72057,Guayama Municipio,2012,45250,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72057,Guayama Municipio,2013,44725,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72057,Guayama Municipio,2014,44261,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72057,Guayama Municipio,2015,43700,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72057,Guayama Municipio,2016,43210,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72057,Guayama Municipio,2017,42623,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72057,Guayama Municipio,2018,41706,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72057,Guayama Municipio,2019,40889,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72057,Guayama Municipio,2020,40198,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72059,Guayanilla Municipio,2011,21767,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72059,Guayanilla Municipio,2012,21493,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72059,Guayanilla Municipio,2013,21218,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72059,Guayanilla Municipio,2014,20862,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72059,Guayanilla Municipio,2015,20442,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72059,Guayanilla Municipio,2016,20025,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72059,Guayanilla Municipio,2017,19578,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72059,Guayanilla Municipio,2018,19008,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72059,Guayanilla Municipio,2019,18514,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72059,Guayanilla Municipio,2020,18080,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72061,Guaynabo Municipio,2011,98326,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72061,Guaynabo Municipio,2012,97639,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72061,Guaynabo Municipio,2013,96670,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72061,Guaynabo Municipio,2014,95428,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72061,Guaynabo Municipio,2015,93899,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72061,Guaynabo Municipio,2016,92444,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72061,Guaynabo Municipio,2017,90773,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72061,Guaynabo Municipio,2018,88663,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72061,Guaynabo Municipio,2019,86937,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72061,Guaynabo Municipio,2020,85312,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72063,Gurabo Municipio,2011,44868,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72063,Gurabo Municipio,2012,45540,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72063,Gurabo Municipio,2013,46084,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72063,Gurabo Municipio,2014,46460,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72063,Gurabo Municipio,2015,46765,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72063,Gurabo Municipio,2016,46990,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72063,Gurabo Municipio,2017,47074,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72063,Gurabo Municipio,2018,46894,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72063,Gurabo Municipio,2019,46910,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72063,Gurabo Municipio,2020,46948,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72065,Hatillo Municipio,2011,41843,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72065,Hatillo Municipio,2012,41945,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72065,Hatillo Municipio,2013,41932,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72065,Hatillo Municipio,2014,41830,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72065,Hatillo Municipio,2015,41578,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72065,Hatillo Municipio,2016,41327,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72065,Hatillo Municipio,2017,40978,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72065,Hatillo Municipio,2018,40390,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72065,Hatillo Municipio,2019,39950,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72065,Hatillo Municipio,2020,39561,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72067,Hormigueros Municipio,2011,17239,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72067,Hormigueros Municipio,2012,17217,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72067,Hormigueros Municipio,2013,17151,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72067,Hormigueros Municipio,2014,17023,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72067,Hormigueros Municipio,2015,16845,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72067,Hormigueros Municipio,2016,16678,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72067,Hormigueros Municipio,2017,16474,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72067,Hormigueros Municipio,2018,16180,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72067,Hormigueros Municipio,2019,15943,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72067,Hormigueros Municipio,2020,15731,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72069,Humacao Municipio,2011,58665,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72069,Humacao Municipio,2012,58333,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72069,Humacao Municipio,2013,57823,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72069,Humacao Municipio,2014,57181,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72069,Humacao Municipio,2015,56384,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72069,Humacao Municipio,2016,55621,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72069,Humacao Municipio,2017,54736,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72069,Humacao Municipio,2018,53466,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72069,Humacao Municipio,2019,52507,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72069,Humacao Municipio,2020,51586,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72071,Isabela Municipio,2011,45668,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72071,Isabela Municipio,2012,45567,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72071,Isabela Municipio,2013,45315,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72071,Isabela Municipio,2014,44965,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72071,Isabela Municipio,2015,44438,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72071,Isabela Municipio,2016,43919,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72071,Isabela Municipio,2017,43314,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72071,Isabela Municipio,2018,42420,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72071,Isabela Municipio,2019,41707,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72071,Isabela Municipio,2020,41084,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72073,Jayuya Municipio,2011,16744,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72073,Jayuya Municipio,2012,16600,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72073,Jayuya Municipio,2013,16413,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72073,Jayuya Municipio,2014,16183,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72073,Jayuya Municipio,2015,15890,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72073,Jayuya Municipio,2016,15605,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72073,Jayuya Municipio,2017,15297,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72073,Jayuya Municipio,2018,14906,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72073,Jayuya Municipio,2019,14539,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72073,Jayuya Municipio,2020,14239,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72075,Juana D¨ªaz Municipio,2011,50894,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72075,Juana D¨ªaz Municipio,2012,50695,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72075,Juana D¨ªaz Municipio,2013,50365,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72075,Juana D¨ªaz Municipio,2014,49876,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72075,Juana D¨ªaz Municipio,2015,49259,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72075,Juana D¨ªaz Municipio,2016,48658,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72075,Juana D¨ªaz Municipio,2017,47952,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72075,Juana D¨ªaz Municipio,2018,46960,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72075,Juana D¨ªaz Municipio,2019,46152,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72075,Juana D¨ªaz Municipio,2020,45414,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72077,Juncos Municipio,2011,40104,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72077,Juncos Municipio,2012,40292,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72077,Juncos Municipio,2013,40346,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72077,Juncos Municipio,2014,40284,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72077,Juncos Municipio,2015,40104,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72077,Juncos Municipio,2016,39942,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72077,Juncos Municipio,2017,39704,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72077,Juncos Municipio,2018,39128,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72077,Juncos Municipio,2019,38780,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72077,Juncos Municipio,2020,38471,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72079,Lajas Municipio,2011,25856,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72079,Lajas Municipio,2012,25671,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72079,Lajas Municipio,2013,25442,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72079,Lajas Municipio,2014,25117,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72079,Lajas Municipio,2015,24722,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72079,Lajas Municipio,2016,24323,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72079,Lajas Municipio,2017,23893,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72079,Lajas Municipio,2018,23315,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72079,Lajas Municipio,2019,22835,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72079,Lajas Municipio,2020,22391,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72081,Lares Municipio,2011,31120,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72081,Lares Municipio,2012,30628,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72081,Lares Municipio,2013,30051,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72081,Lares Municipio,2014,29426,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72081,Lares Municipio,2015,28727,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72081,Lares Municipio,2016,28052,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72081,Lares Municipio,2017,27321,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72081,Lares Municipio,2018,26451,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72081,Lares Municipio,2019,25696,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72081,Lares Municipio,2020,24945,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72083,Las Mar¨ªas Municipio,2011,10012,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72083,Las Mar¨ªas Municipio,2012,9853,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72083,Las Mar¨ªas Municipio,2013,9699,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72083,Las Mar¨ªas Municipio,2014,9521,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72083,Las Mar¨ªas Municipio,2015,9306,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72083,Las Mar¨ªas Municipio,2016,9093,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72083,Las Mar¨ªas Municipio,2017,8874,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72083,Las Mar¨ªas Municipio,2018,8599,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72083,Las Mar¨ªas Municipio,2019,8370,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72083,Las Mar¨ªas Municipio,2020,8131,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72085,Las Piedras Municipio,2011,38466,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72085,Las Piedras Municipio,2012,38687,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72085,Las Piedras Municipio,2013,38777,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72085,Las Piedras Municipio,2014,38759,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72085,Las Piedras Municipio,2015,38605,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72085,Las Piedras Municipio,2016,38466,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72085,Las Piedras Municipio,2017,38253,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72085,Las Piedras Municipio,2018,37768,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72085,Las Piedras Municipio,2019,37499,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72085,Las Piedras Municipio,2020,37233,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72087,Lo¨ªza Municipio,2011,30359,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72087,Lo¨ªza Municipio,2012,29997,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72087,Lo¨ªza Municipio,2013,29549,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72087,Lo¨ªza Municipio,2014,29054,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72087,Lo¨ªza Municipio,2015,28454,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72087,Lo¨ªza Municipio,2016,27857,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72087,Lo¨ªza Municipio,2017,27242,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72087,Lo¨ªza Municipio,2018,26463,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72087,Lo¨ªza Municipio,2019,25778,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72087,Lo¨ªza Municipio,2020,25164,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72089,Luquillo Municipio,2011,20106,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72089,Luquillo Municipio,2012,20050,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72089,Luquillo Municipio,2013,19918,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72089,Luquillo Municipio,2014,19731,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72089,Luquillo Municipio,2015,19497,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72089,Luquillo Municipio,2016,19237,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72089,Luquillo Municipio,2017,18952,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72089,Luquillo Municipio,2018,18547,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72089,Luquillo Municipio,2019,18224,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72089,Luquillo Municipio,2020,17924,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72091,Manat¨ª Municipio,2011,44331,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72091,Manat¨ª Municipio,2012,43974,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72091,Manat¨ª Municipio,2013,43497,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72091,Manat¨ª Municipio,2014,42900,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72091,Manat¨ª Municipio,2015,42167,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72091,Manat¨ª Municipio,2016,41468,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72091,Manat¨ª Municipio,2017,40705,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72091,Manat¨ª Municipio,2018,39692,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72091,Manat¨ª Municipio,2019,38836,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72091,Manat¨ª Municipio,2020,38062,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72093,Maricao Municipio,2011,6300,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72093,Maricao Municipio,2012,6546,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72093,Maricao Municipio,2013,6552,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72093,Maricao Municipio,2014,6384,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72093,Maricao Municipio,2015,6315,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72093,Maricao Municipio,2016,6274,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72093,Maricao Municipio,2017,6180,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72093,Maricao Municipio,2018,6202,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72093,Maricao Municipio,2019,6075,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72093,Maricao Municipio,2020,5900,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72095,Maunabo Municipio,2011,12304,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72095,Maunabo Municipio,2012,12201,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72095,Maunabo Municipio,2013,12070,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72095,Maunabo Municipio,2014,11904,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72095,Maunabo Municipio,2015,11701,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72095,Maunabo Municipio,2016,11506,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72095,Maunabo Municipio,2017,11297,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72095,Maunabo Municipio,2018,11023,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72095,Maunabo Municipio,2019,10776,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72095,Maunabo Municipio,2020,10568,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72097,Mayag¨¹ez Municipio,2011,89981,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72097,Mayag¨¹ez Municipio,2012,88664,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72097,Mayag¨¹ez Municipio,2013,87161,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72097,Mayag¨¹ez Municipio,2014,85425,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72097,Mayag¨¹ez Municipio,2015,83418,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72097,Mayag¨¹ez Municipio,2016,81594,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72097,Mayag¨¹ez Municipio,2017,79615,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72097,Mayag¨¹ez Municipio,2018,77255,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72097,Mayag¨¹ez Municipio,2019,75232,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72097,Mayag¨¹ez Municipio,2020,73336,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72099,Moca Municipio,2011,40199,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72099,Moca Municipio,2012,40044,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72099,Moca Municipio,2013,39755,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72099,Moca Municipio,2014,39349,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72099,Moca Municipio,2015,38815,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72099,Moca Municipio,2016,38289,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72099,Moca Municipio,2017,37676,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72099,Moca Municipio,2018,36872,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/72099,Moca Municipio,2019,36161,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
