State,Year,Total_Population,Source:Count_Person
Maryland,1993,4942504,https://www2.census.gov/programs-surveys/popest/tables
Maryland,1994,4985411,https://www2.census.gov/programs-surveys/popest/tables
Maryland,1995,5023650,https://www2.census.gov/programs-surveys/popest/tables
Maryland,1996,5057142,https://www2.census.gov/programs-surveys/popest/tables
Maryland,1997,5092914,https://www2.census.gov/programs-surveys/popest/tables
Maryland,1998,5130072,https://www2.census.gov/programs-surveys/popest/tables
Maryland,1999,5171634,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2000,5311034,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2001,5374691,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2002,5440389,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2003,5496269,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2004,5546935,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2005,5592379,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2006,5627367,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2007,5653408,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2008,5684965,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2009,5730388,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2010,5788784,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2011,5840241,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2012,5888375,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2013,5925197,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2014,5960064,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2015,5988528,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2016,6007014,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2017,6028186,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2018,6042153,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2019,6054954,https://www2.census.gov/programs-surveys/popest/tables
Maryland,2020,6055802,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,1990,6018664,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,1991,5998652,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,1992,5993474,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,1993,6010884,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,1994,6031352,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,1995,6062335,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,1996,6085393,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,1997,6115476,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,1998,6144407,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,1999,6175169,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2000,6361104,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2001,6397634,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2002,6417206,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2003,6422565,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2004,6412281,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2005,6403290,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2006,6410084,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2007,6431559,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2008,6468967,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2009,6517613,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2010,6566440,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2011,6614218,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2012,6664269,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2013,6715158,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2014,6764864,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2015,6797484,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2016,6827280,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2017,6863560,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2018,6885720,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2019,6894883,https://www2.census.gov/programs-surveys/popest/tables
Massachusetts,2020,6893574,https://www2.census.gov/programs-surveys/popest/tables
Michigan,1990,9310462,https://www2.census.gov/programs-surveys/popest/tables
Michigan,1991,9395022,https://www2.census.gov/programs-surveys/popest/tables
Michigan,1992,9470323,https://www2.census.gov/programs-surveys/popest/tables
Michigan,1993,9529240,https://www2.census.gov/programs-surveys/popest/tables
Michigan,1994,9584481,https://www2.census.gov/programs-surveys/popest/tables
Michigan,1995,9659871,https://www2.census.gov/programs-surveys/popest/tables
Michigan,1996,9739184,https://www2.census.gov/programs-surveys/popest/tables
Michigan,1997,9785450,https://www2.census.gov/programs-surveys/popest/tables
Michigan,1998,9820231,https://www2.census.gov/programs-surveys/popest/tables
Michigan,1999,9863775,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2000,9952450,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2001,9991120,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2002,10015710,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2003,10041152,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2004,10055315,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2005,10051137,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2006,10036081,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2007,10001284,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2008,9946889,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2009,9901591,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2010,9877597,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2011,9883053,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2012,9898289,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2013,9914802,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2014,9932033,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2015,9934483,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2016,9954117,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2017,9976752,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2018,9987286,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2019,9984795,https://www2.census.gov/programs-surveys/popest/tables
Michigan,2020,9966555,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,1990,4387283,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,1991,4427429,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,1992,4471503,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,1993,4521709,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,1994,4566028,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,1995,4605445,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,1996,4647723,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,1997,4687726,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,1998,4726411,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,1999,4775508,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2000,4933692,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2001,4982796,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2002,5018935,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2003,5053572,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2004,5087713,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2005,5119598,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2006,5163555,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2007,5207203,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2008,5247018,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2009,5281203,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2010,5310934,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2011,5346620,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2012,5377500,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2013,5414722,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2014,5452665,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2015,5484002,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2016,5525360,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2017,5569283,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2018,5608762,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2019,5640053,https://www2.census.gov/programs-surveys/popest/tables
Minnesota,2020,5657342,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,1990,2577426,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,1991,2591230,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,1992,2610193,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,1993,2635574,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,1994,2663450,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,1995,2690788,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,1996,2709925,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,1997,2731826,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,1998,2751335,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,1999,2768619,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2000,2848353,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2001,2852994,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2002,2858681,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2003,2868312,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2004,2889010,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2005,2905943,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2006,2904978,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2007,2928350,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2008,2947806,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2009,2958774,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2010,2970615,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2011,2979147,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2012,2984599,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2013,2989839,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2014,2991892,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2015,2990231,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2016,2990595,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2017,2990674,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2018,2982879,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2019,2978227,https://www2.census.gov/programs-surveys/popest/tables
Mississippi,2020,2966786,https://www2.census.gov/programs-surveys/popest/tables
Missouri,1990,5126370,https://www2.census.gov/programs-surveys/popest/tables
Missouri,1991,5157770,https://www2.census.gov/programs-surveys/popest/tables
Missouri,1992,5193686,https://www2.census.gov/programs-surveys/popest/tables
Missouri,1993,5237757,https://www2.census.gov/programs-surveys/popest/tables
Missouri,1994,5281206,https://www2.census.gov/programs-surveys/popest/tables
Missouri,1995,5324610,https://www2.census.gov/programs-surveys/popest/tables
Missouri,1996,5367888,https://www2.census.gov/programs-surveys/popest/tables
Missouri,1997,5407113,https://www2.census.gov/programs-surveys/popest/tables
Missouri,1998,5437562,https://www2.census.gov/programs-surveys/popest/tables
Missouri,1999,5468338,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2000,5607285,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2001,5641142,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2002,5674825,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2003,5709403,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2004,5747741,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2005,5790300,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2006,5842704,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2007,5887612,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2008,5923916,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2009,5961088,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2010,5996089,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2011,6011182,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2012,6026027,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2013,6042989,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2014,6059130,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2015,6075411,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2016,6091384,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2017,6111382,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2018,6125986,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2019,6140475,https://www2.census.gov/programs-surveys/popest/tables
Missouri,2020,6151548,https://www2.census.gov/programs-surveys/popest/tables
Montana,1990,799824,https://www2.census.gov/programs-surveys/popest/tables
Montana,1991,807837,https://www2.census.gov/programs-surveys/popest/tables
Montana,1992,822436,https://www2.census.gov/programs-surveys/popest/tables
Montana,1993,839876,https://www2.census.gov/programs-surveys/popest/tables
Montana,1994,854923,https://www2.census.gov/programs-surveys/popest/tables
Montana,1995,868522,https://www2.census.gov/programs-surveys/popest/tables
Montana,1996,876656,https://www2.census.gov/programs-surveys/popest/tables
Montana,1997,878706,https://www2.census.gov/programs-surveys/popest/tables
Montana,1998,879533,https://www2.census.gov/programs-surveys/popest/tables
Montana,1999,882779,https://www2.census.gov/programs-surveys/popest/tables
Montana,2000,903773,https://www2.census.gov/programs-surveys/popest/tables
Montana,2001,906961,https://www2.census.gov/programs-surveys/popest/tables
Montana,2002,911667,https://www2.census.gov/programs-surveys/popest/tables
Montana,2003,919630,https://www2.census.gov/programs-surveys/popest/tables
Montana,2004,930009,https://www2.census.gov/programs-surveys/popest/tables
Montana,2005,940102,https://www2.census.gov/programs-surveys/popest/tables
Montana,2006,952692,https://www2.census.gov/programs-surveys/popest/tables
Montana,2007,964706,https://www2.census.gov/programs-surveys/popest/tables
Montana,2008,976415,https://www2.census.gov/programs-surveys/popest/tables
Montana,2009,983982,https://www2.census.gov/programs-surveys/popest/tables
Montana,2010,990730,https://www2.census.gov/programs-surveys/popest/tables
Montana,2011,997518,https://www2.census.gov/programs-surveys/popest/tables
Montana,2012,1004168,https://www2.census.gov/programs-surveys/popest/tables
Montana,2013,1014158,https://www2.census.gov/programs-surveys/popest/tables
Montana,2014,1022657,https://www2.census.gov/programs-surveys/popest/tables
Montana,2015,1031495,https://www2.census.gov/programs-surveys/popest/tables
Montana,2016,1042137,https://www2.census.gov/programs-surveys/popest/tables
Montana,2017,1053862,https://www2.census.gov/programs-surveys/popest/tables
Montana,2018,1061818,https://www2.census.gov/programs-surveys/popest/tables
Montana,2019,1070123,https://www2.census.gov/programs-surveys/popest/tables
Montana,2020,1080577,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,1990,1580664,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,1991,1590805,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,1992,1602406,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,1993,1612149,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,1994,1621551,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,1995,1635142,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,1996,1647657,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,1997,1656042,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,1998,1660772,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,1999,1666028,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2000,1713820,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2001,1719836,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2002,1728292,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2003,1738643,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2004,1749370,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2005,1761497,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2006,1772693,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2007,1783440,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2008,1796378,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2009,1812683,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2010,1829591,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2011,1840914,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2012,1853691,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2013,1865813,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2014,1879955,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2015,1892059,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2016,1906483,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2017,1916998,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2018,1925512,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2019,1932571,https://www2.census.gov/programs-surveys/popest/tables
Nebraska,2020,1937552,https://www2.census.gov/programs-surveys/popest/tables
Nevada,1990,1218629,https://www2.census.gov/programs-surveys/popest/tables
Nevada,1991,1285046,https://www2.census.gov/programs-surveys/popest/tables
Nevada,1992,1330694,https://www2.census.gov/programs-surveys/popest/tables
Nevada,1993,1380197,https://www2.census.gov/programs-surveys/popest/tables
Nevada,1994,1456388,https://www2.census.gov/programs-surveys/popest/tables
Nevada,1995,1525777,https://www2.census.gov/programs-surveys/popest/tables
Nevada,1996,1596476,https://www2.census.gov/programs-surveys/popest/tables
Nevada,1997,1675581,https://www2.census.gov/programs-surveys/popest/tables
Nevada,1998,1743772,https://www2.census.gov/programs-surveys/popest/tables
Nevada,1999,1809253,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2000,2018741,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2001,2098399,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2002,2173791,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2003,2248850,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2004,2346222,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2005,2432143,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2006,2522658,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2007,2601072,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2008,2653630,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2009,2684665,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2010,2702483,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2011,2713114,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2012,2744670,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2013,2776956,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2014,2818935,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2015,2868531,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2016,2919555,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2017,2972097,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2018,3030725,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2019,3090771,https://www2.census.gov/programs-surveys/popest/tables
Nevada,2020,3138259,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,1990,1111831,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,1991,1107055,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,1992,1112766,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,1993,1122191,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,1994,1133054,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,1995,1145604,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,1996,1160768,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,1997,1173239,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,1998,1185823,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,1999,1201134,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2000,1239882,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2001,1255517,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2002,1269089,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2003,1279840,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2004,1290121,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2005,1298492,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2006,1308389,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2007,1312540,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2008,1315906,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2009,1316102,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2010,1316807,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2011,1320444,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2012,1324677,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2013,1327272,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2014,1334257,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2015,1337480,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2016,1343694,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2017,1350395,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2018,1355064,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2019,1360783,https://www2.census.gov/programs-surveys/popest/tables
New Hampshire,2020,1366275,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,1990,7757158,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,1991,7784269,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,1992,7827770,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,1993,7874891,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,1994,7918796,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,1995,7965523,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,1996,8009624,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,1997,8054178,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,1998,8095542,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,1999,8143412,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2000,8430621,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2001,8492671,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2002,8552643,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2003,8601402,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2004,8634561,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2005,8651974,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2006,8661679,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2007,8677885,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2008,8711090,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2009,8755602,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2010,8799451,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2011,8828552,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2012,8845671,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2013,8857821,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2014,8867277,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2015,8870312,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2016,8873584,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2017,8888147,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2018,8891730,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2019,8891258,https://www2.census.gov/programs-surveys/popest/tables
New Jersey,2020,8882371,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,1990,1519933,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,1991,1547115,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,1992,1580750,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,1993,1614937,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,1994,1653329,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,1995,1682417,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,1996,1706151,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,1997,1722939,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,1998,1733535,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,1999,1739844,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2000,1821204,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2001,1831690,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2002,1855309,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2003,1877574,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2004,1903808,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2005,1932274,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2006,1962137,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2007,1990070,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2008,2010662,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2009,2036802,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2010,2064614,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2011,2080707,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2012,2087715,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2013,2092833,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2014,2090236,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2015,2090071,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2016,2092555,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2017,2092844,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2018,2093754,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2019,2099634,https://www2.census.gov/programs-surveys/popest/tables
New Mexico,2020,2106319,https://www2.census.gov/programs-surveys/popest/tables
New York,1990,18002855,https://www2.census.gov/programs-surveys/popest/tables
New York,1991,18029532,https://www2.census.gov/programs-surveys/popest/tables
New York,1992,18082032,https://www2.census.gov/programs-surveys/popest/tables
New York,1993,18140894,https://www2.census.gov/programs-surveys/popest/tables
New York,1994,18156652,https://www2.census.gov/programs-surveys/popest/tables
New York,1995,18150928,https://www2.census.gov/programs-surveys/popest/tables
New York,1996,18143805,https://www2.census.gov/programs-surveys/popest/tables
New York,1997,18143184,https://www2.census.gov/programs-surveys/popest/tables
New York,1998,18159175,https://www2.census.gov/programs-surveys/popest/tables
New York,1999,18196601,https://www2.census.gov/programs-surveys/popest/tables
New York,2000,19001780,https://www2.census.gov/programs-surveys/popest/tables
New York,2001,19082838,https://www2.census.gov/programs-surveys/popest/tables
New York,2002,19137800,https://www2.census.gov/programs-surveys/popest/tables
New York,2003,19175939,https://www2.census.gov/programs-surveys/popest/tables
New York,2004,19171567,https://www2.census.gov/programs-surveys/popest/tables
New York,2005,19132610,https://www2.census.gov/programs-surveys/popest/tables
New York,2006,19104631,https://www2.census.gov/programs-surveys/popest/tables
New York,2007,19132335,https://www2.census.gov/programs-surveys/popest/tables
New York,2008,19212436,https://www2.census.gov/programs-surveys/popest/tables
New York,2009,19307066,https://www2.census.gov/programs-surveys/popest/tables
New York,2010,19399956,https://www2.census.gov/programs-surveys/popest/tables
New York,2011,19499921,https://www2.census.gov/programs-surveys/popest/tables
New York,2012,19574362,https://www2.census.gov/programs-surveys/popest/tables
New York,2013,19626488,https://www2.census.gov/programs-surveys/popest/tables
New York,2014,19653431,https://www2.census.gov/programs-surveys/popest/tables
